Time,Date,kwh
9pm ,27-Jun-2014,0.72  
11pm ,21-Oct-2014,0.321   
7pm ,31-Oct-2014,1.004 
1am ,30-Jul-2014,0.538
5am ,13-Mar-2014,1.047  
11am , 7-Jun-2014,0.983 
8am ,24-May-2014,0.832
3am ,17-Feb-2014,0.266kwh  
8am ,14-Jan-2014,0.832kwh 
1pm ,3-Mar-2014,0.314   
4am ,22-Mar-2014,0.204kwh 
1pm ,29-Apr-2014,0.127kwh
3am ,15-Aug-2014,0.262kwh 
9pm ,29-Dec-2014,0.733
10pm ,4-Oct-2014,0.286  
1am ,24-Jun-2014,0.346  
6pm ,31-Dec-2014,1.448kwh 
8am ,07-Oct-2014,0.23   
12am ,21-Sep-2014,0.515 
1am ,11-Dec-2014,0.24
10am ,27-Aug-2014,0.427   
11pm ,23-Nov-2014,0.259 
12pm ,15-Apr-2014,0.153kwh  
8pm ,26-Nov-2014,0.842kwh
12pm ,11-Jan-2014,1.404kwh  
6pm , 9-Jun-2014,2.52kwh
11am ,25-May-2014,0.408kwh  
4am ,27-Jan-2014,0.392
6pm , 5-Dec-2014,1.586kwh  
1am ,24-Feb-2014,0.214   
7pm ,26-Apr-2014,0.632 
9am ,10-Dec-2014,0.333kwh
10am , 6-Mar-2014,0.368kwh
2am ,23-Jun-2014,0.374kwh  
2am ,05-Dec-2014,0.213  
6am , 1-May-2014,1.114 
4am ,15-Jul-2014,0.418 
11am ,14-Apr-2014,0.141kwh
10pm ,26-Feb-2014,0.564kwh 
12pm ,19-Jun-2014,0.828  
4am , 2-Mar-2014,0.278   
9pm ,12-Jul-2014,0.883   
5pm ,3-Jun-2014,2.106kwh 
12am , 6-Jan-2014,0.486 
2am ,24-Dec-2014,0.249  
4pm ,26-Jan-2014,1.782   
8pm , 7-Oct-2014,1.027kwh 
5pm ,02-Oct-2014,0.632  
5pm ,27-Sep-2014,0.725 
6am ,21-Jun-2014,1.181kwh 
1pm ,03-May-2014,0.394
5pm , 3-Oct-2014,0.624 
8pm ,12-Mar-2014,1.101kwh
1am ,01-Mar-2014,0.233  
12pm , 2-Sep-2014,0.28kwh
11am ,15-Feb-2014,0.634kwh  
2am ,17-Oct-2014,0.132  
5pm ,21-Jun-2014,1.588 
1pm ,15-Jan-2014,0.648  
10pm ,21-Mar-2014,0.633kwh 
3pm ,10-Mar-2014,0.355  
10am ,15-Feb-2014,0.713 
1pm ,20-Feb-2014,0.418  
8am ,28-Dec-2014,1.487kwh 
8pm ,08-Jun-2014,3.823kwh 
12pm ,13-Jun-2014,0.792kwh
4am ,25-Sep-2014,0.113
5pm ,14-Mar-2014,0.905kwh
6pm ,10-Dec-2014,1.54kwh 
11pm ,12-Aug-2014,0.486kwh  
9am ,2-Apr-2014,0.103 
1pm ,20-May-2014,0.358 
10pm ,23-Aug-2014,0.437 
7pm , 4-Sep-2014,1.31 
7am ,05-Mar-2014,0.864 
8pm ,30-Dec-2014,1.866   
9am ,31-Dec-2014,0.32 
5am ,25-Jun-2014,1.782kwh  
3am ,12-Dec-2014,0.18 
9am ,12-Jul-2014,2.203  
7am ,24-Nov-2014,0.373  
9pm ,21-May-2014,0.442 
5pm ,25-May-2014,0.842
11am ,25-Oct-2014,0.364  
2pm ,10-Jun-2014,0.864kwh 
9am ,23-Jun-2014,0.632 
11pm ,18-May-2014,0.432kwh
7pm ,02-Sep-2014,1.512kwh 
9pm ,15-Jul-2014,1.67 
10pm ,13-May-2014,0.384  
9am ,25-May-2014,0.684  
2pm ,17-Aug-2014,0.845  
9pm ,1-Sep-2014,0.47  
11pm ,21-May-2014,0.428 
1am ,04-Mar-2014,0.133 
3am , 7-Apr-2014,0.07  
11am ,27-Sep-2014,0.47   
2pm ,2-Feb-2014,0.96kwh  
8pm ,09-Feb-2014,2.462kwh
6pm ,2-Oct-2014,0.966  
8pm ,09-Aug-2014,2.182  
8pm ,05-May-2014,1.536 
7am ,15-Jan-2014,1.656
12pm ,19-Apr-2014,0.207 
2am ,11-Oct-2014,0.171  
6am ,27-Apr-2014,0.218  
3pm , 8-May-2014,0.349 
1am ,30-Dec-2014,0.251kwh
7pm ,05-Jun-2014,3.856kwh  
8pm ,15-Dec-2014,2.094kwh 
1am , 9-Mar-2014,0.274   
11am ,06-Feb-2014,0.51  
11pm ,27-Dec-2014,1.243
4pm , 3-Jun-2014,0.605 
5am ,12-Jan-2014,0.504 
9pm , 4-Apr-2014,0.097kwh  
2am ,14-Nov-2014,0.102   
6pm ,28-May-2014,1.03kwh 
10am ,30-Apr-2014,0.14
9am ,12-Oct-2014,0.502 
6am ,30-Nov-2014,0.389   
8am ,16-Jan-2014,0.704 
10pm ,10-Feb-2014,0.606kwh
12am ,28-May-2014,0.283kwh 
10pm ,12-May-2014,0.376kwh  
3pm ,28-Jan-2014,0.672  
10am ,16-Jan-2014,0.832 
1am ,27-Oct-2014,0.096kwh 
5am ,22-Apr-2014,0.297kwh 
8pm ,18-Nov-2014,0.806 
5am ,15-Oct-2014,0.541
4am ,3-Jan-2014,0.416 
11pm ,14-Oct-2014,0.264 
11am ,28-Sep-2014,0.496  
3pm ,22-Mar-2014,0.828kwh
1pm ,25-Oct-2014,0.313  
5am ,12-May-2014,0.942kwh  
1am ,25-Nov-2014,0.095kwh  
8am ,25-May-2014,1.175  
9pm ,7-Jun-2014,0.662  
2am ,16-Feb-2014,0.425   
1pm ,24-Aug-2014,0.583   
11am ,11-Feb-2014,0.57   
5pm ,10-Jan-2014,2.964kwh 
1pm , 6-Nov-2014,0.162 
6am ,25-May-2014,0.512
6pm , 6-Apr-2014,0.637 
6pm ,29-Apr-2014,0.416 
12pm ,14-Aug-2014,0.594kwh  
12pm , 8-Apr-2014,0.132 
9am ,09-Jul-2014,0.864  
11pm ,27-Sep-2014,0.658
9pm ,11-Nov-2014,0.278 
4pm ,24-Jan-2014,0.64 
2pm ,24-Apr-2014,0.108kwh
12pm ,20-Jan-2014,0.86  
7am ,18-Nov-2014,0.421   
8am ,28-Feb-2014,0.413 
5am ,30-Aug-2014,0.338 
10pm ,14-May-2014,0.408  
2am ,1-Oct-2014,0.116 
4pm ,29-Jan-2014,0.76  
12pm , 1-Dec-2014,0.605kwh  
8am ,29-May-2014,0.371kwh
2pm ,12-Apr-2014,0.264kwh  
6pm , 7-Feb-2014,1.63 
6am ,18-Nov-2014,0.616kwh 
12am ,20-Feb-2014,0.335   
1am ,13-May-2014,0.176
2am ,28-Aug-2014,0.209kwh  
6am ,29-Mar-2014,0.595 
2am ,20-Mar-2014,0.157 
12pm ,19-Jan-2014,0.972  
1am ,18-Mar-2014,0.182
4am ,18-Aug-2014,0.226 
8am , 2-Dec-2014,0.405
12am ,12-Dec-2014,0.396
6pm ,13-Feb-2014,2.016 
1am ,23-Jan-2014,0.396   
9am ,29-Dec-2014,0.267 
1am , 4-Jan-2014,0.612  
12pm ,18-May-2014,0.442kwh  
6pm ,12-Mar-2014,1.187   
11am ,16-Oct-2014,0.288  
2pm ,27-Nov-2014,0.149kwh
11am ,18-Mar-2014,0.412  
10am ,30-Jan-2014,0.816kwh
10am ,22-Feb-2014,0.734  
7pm ,15-May-2014,1.195kwh
5pm ,27-Jul-2014,2.57
2pm , 8-Jun-2014,1.526kwh
10am ,29-Oct-2014,0.252kwh 
2am , 9-Apr-2014,0.057  
5pm ,02-Feb-2014,1.22kwh  
5pm ,14-May-2014,0.957   
12am ,16-Aug-2014,1.123 
4am , 7-Dec-2014,0.294   
8am ,17-Aug-2014,1.81 
10am , 2-Aug-2014,0.727   
3am ,10-Jun-2014,0.382kwh 
5am ,1-Nov-2014,0.157kwh  
1am ,22-Oct-2014,0.115kwh
11pm ,25-Jun-2014,0.792kwh 
8pm ,24-Dec-2014,1.584   
2am ,21-Dec-2014,0.363  
5pm ,31-Aug-2014,1.264kwh 
3am ,14-Nov-2014,0.077
1pm ,17-Sep-2014,0.308kwh  
11am ,08-Apr-2014,0.174 
4am ,13-Aug-2014,0.226  
5am ,12-Dec-2014,1.101  
4pm ,22-Feb-2014,1.134 
4am ,30-Aug-2014,0.335   
5am ,30-May-2014,0.818  
3pm ,13-Apr-2014,0.324kwh
8am ,12-May-2014,0.381 
10am ,06-Jun-2014,0.684  
1pm ,18-Jan-2014,0.984kwh 
4am ,29-Apr-2014,0.052  
2am ,13-Mar-2014,0.178  
11am ,16-Apr-2014,0.167kwh 
11am ,05-Jan-2014,0.972  
1am ,23-May-2014,0.171kwh  
3am ,13-Nov-2014,0.079kwh 
11pm , 3-Mar-2014,0.396kwh
1am ,15-Nov-2014,0.139kwh  
1pm ,19-Dec-2014,0.356kwh  
5pm ,12-Jun-2014,2.387kwh  
4am ,9-Oct-2014,0.115   
11am , 2-Jan-2014,0.91 
12pm ,28-Feb-2014,0.57 
6am ,29-Nov-2014,0.353   
4am ,02-Jan-2014,0.456 
4am ,12-Aug-2014,0.266kwh  
11pm ,30-Aug-2014,1.008
1am ,08-Dec-2014,0.205
1am ,03-Jun-2014,0.41kwh
3pm ,6-Feb-2014,0.389  
6pm ,12-Apr-2014,0.583  
6am ,02-Apr-2014,0.41  
4pm ,15-Jun-2014,1.863 
10pm ,27-Sep-2014,0.294   
8am ,11-Sep-2014,0.238kwh  
3am ,28-Nov-2014,0.09  
12pm ,08-Mar-2014,0.552kwh  
4am ,07-Feb-2014,0.288 
5pm ,12-Feb-2014,1.732  
3pm ,21-Jun-2014,1.312kwh  
8pm ,04-Jul-2014,4.608kwh  
9am ,14-Jun-2014,1.49kwh 
10pm , 7-Feb-2014,0.806   
6pm ,15-Mar-2014,1.397  
6pm ,07-Mar-2014,1.064kwh  
8am ,10-Apr-2014,0.13 
10am ,01-Aug-2014,0.475  
11pm ,06-Jun-2014,1.944
2pm ,30-Aug-2014,1.114kwh
11pm ,16-Oct-2014,0.297kwh
7pm ,30-Apr-2014,0.589  
9pm ,02-Mar-2014,0.552
6pm ,29-Nov-2014,0.713  
5pm ,28-Oct-2014,0.624   
4am ,01-Jan-2014,0.388  
4pm ,26-May-2014,0.262kwh 
6pm ,05-Jul-2014,4.363  
8pm ,25-Mar-2014,1.05  
8pm ,20-Sep-2014,1.197kwh  
5am ,28-Mar-2014,0.73kwh 
12am ,10-Sep-2014,0.179kwh 
11pm ,22-Aug-2014,1.332 
9am ,10-Jan-2014,0.708
2pm ,14-Jul-2014,0.931kwh
12am ,04-Aug-2014,0.342kwh
4am , 4-Jan-2014,0.51kwh 
10pm ,17-Feb-2014,0.624 
6am ,22-May-2014,0.854
1pm ,19-Mar-2014,0.275
5pm ,16-Apr-2014,0.339  
5am , 6-Mar-2014,0.889   
10am ,10-Apr-2014,0.131   
12pm , 6-Jan-2014,1.19  
9am ,29-Apr-2014,0.106  
4am , 7-Apr-2014,0.058 
11pm ,18-Jan-2014,2.22
3pm ,11-Oct-2014,0.643kwh  
10am ,23-Sep-2014,0.269 
6pm ,30-Dec-2014,1.401 
1am ,11-Mar-2014,0.189kwh
5pm ,19-Aug-2014,1.841  
2am , 4-Oct-2014,0.209kwh 
4am ,23-Jul-2014,0.466kwh 
3am ,8-Feb-2014,0.292  
3am ,25-May-2014,0.211  
1pm ,02-Nov-2014,0.23
8pm , 6-Jul-2014,3.802kwh
4pm ,12-Apr-2014,0.308   
4am ,13-Mar-2014,0.174  
1pm ,01-Mar-2014,0.408kwh
5am ,01-Oct-2014,0.792
10am ,10-Oct-2014,0.235 
12am ,11-Nov-2014,0.115  
1pm ,14-Mar-2014,0.282   
9am ,24-Apr-2014,0.104kwh 
4am ,18-May-2014,0.276 
9am , 9-May-2014,0.247   
9pm , 8-Mar-2014,0.317  
11pm ,05-Jun-2014,0.864kwh 
3am ,31-Jan-2014,0.48kwh
2am ,30-Mar-2014,0.288 
6pm ,15-Nov-2014,0.664  
2pm ,21-Jan-2014,0.88 
12pm ,29-Jan-2014,1.19
10am ,16-Jun-2014,0.742  
1am ,23-Sep-2014,0.16 
12pm ,25-Jun-2014,0.774kwh  
7am ,16-Nov-2014,0.605  
5am ,07-Oct-2014,0.752 
3am ,30-Aug-2014,0.403kwh
1pm ,16-May-2014,0.342   
3pm ,28-Feb-2014,0.427
3am ,30-Oct-2014,0.118 
9am ,21-Dec-2014,1.168 
1am ,24-Aug-2014,0.432 
5am ,23-May-2014,0.801
10pm , 4-May-2014,0.392
4pm , 8-Sep-2014,0.291kwh  
4am , 1-Feb-2014,0.41   
6pm ,18-Aug-2014,1.747kwh  
1pm ,25-Aug-2014,0.552
11pm , 9-Oct-2014,0.273
5am ,16-Apr-2014,0.36kwh  
8pm ,25-Feb-2014,2.016 
8pm ,10-Nov-2014,0.842   
3pm ,19-Apr-2014,0.246kwh  
10pm ,20-Oct-2014,0.249kwh
1pm ,24-Feb-2014,0.461 
12pm ,11-Aug-2014,0.564
10pm ,22-Mar-2014,0.355kwh
2pm ,13-Nov-2014,0.144kwh 
11am ,29-Jun-2014,1.026   
6am ,30-Jun-2014,2.03  
9am ,14-Mar-2014,0.264 
6pm ,17-Dec-2014,1.355kwh
7pm ,07-Jul-2014,5.054 
8am ,04-Dec-2014,0.506   
8am , 3-Nov-2014,0.187
2pm ,10-Oct-2014,0.259
12pm , 7-Nov-2014,0.221  
12am ,16-Feb-2014,0.816kwh  
10pm ,21-Nov-2014,0.252kwh 
12am ,10-Mar-2014,0.233kwh  
11am ,27-Jan-2014,0.81 
11am ,19-Sep-2014,0.396 
11pm ,15-Feb-2014,1.008 
4pm ,12-Feb-2014,0.528
4am ,30-Mar-2014,0.218 
6pm ,23-Mar-2014,1.642   
5pm ,16-Jun-2014,2.059kwh
11pm ,26-Oct-2014,0.333kwh  
2am ,16-Nov-2014,0.153kwh  
8pm ,28-Jul-2014,4.032 
3am ,15-Sep-2014,0.164  
5am ,16-Jan-2014,2.332 
11am , 1-Dec-2014,0.451  
6pm ,15-Jun-2014,3.175kwh 
7am ,06-Dec-2014,1.294kwh  
10am ,23-Apr-2014,0.113  
3am ,10-Dec-2014,0.191 
10am ,12-Aug-2014,0.571
6am ,09-Aug-2014,1.123 
10am ,05-Jul-2014,1.613
2pm ,12-Jun-2014,0.792kwh 
6pm ,16-Jul-2014,3.461 
5pm ,30-Oct-2014,0.811  
9am ,31-May-2014,0.821 
8am , 1-Oct-2014,0.206kwh 
2am , 3-Jan-2014,0.324 
4pm ,28-Aug-2014,0.499   
3pm , 8-Nov-2014,0.389kwh  
12pm ,17-Apr-2014,0.155   
5am ,22-May-2014,0.818   
8am ,29-Nov-2014,0.474  
3pm ,12-Jul-2014,2.441kwh  
10pm ,14-Feb-2014,0.79
8pm ,23-Dec-2014,1.566kwh 
3pm ,17-Nov-2014,0.176 
4am ,15-Aug-2014,0.216  
10am ,26-Aug-2014,0.47
8pm ,03-Jul-2014,3.878  
12am , 1-Mar-2014,0.723kwh  
6am ,27-Sep-2014,0.493 
3pm ,9-Jan-2014,0.944 
1pm , 8-Jun-2014,1.264   
10am ,16-Jul-2014,1.085kwh
7am ,25-Aug-2014,0.95   
5pm ,26-Jun-2014,2.691kwh  
1pm ,2-Feb-2014,0.785 
12am ,3-Sep-2014,0.197 
5pm ,05-Jul-2014,1.922  
6pm ,10-Mar-2014,1.098 
3am ,12-Oct-2014,0.202
2pm , 6-May-2014,0.368kwh 
11pm ,21-Dec-2014,0.501  
5am ,3-Sep-2014,0.67  
9pm ,11-Sep-2014,0.428kwh 
12pm , 9-Jan-2014,0.86  
9pm ,18-Dec-2014,0.68
4pm ,30-Oct-2014,0.192  
6am ,1-Feb-2014,0.902kwh
6pm ,25-Aug-2014,1.814   
3pm ,11-Nov-2014,0.194 
10am ,12-Jun-2014,0.857  
5pm ,29-Jun-2014,1.296kwh
12am ,14-Jun-2014,1.714kwh 
7am ,31-Dec-2014,1.109kwh 
8am ,17-Nov-2014,0.209  
4pm ,14-Jan-2014,0.80kwh
9pm ,29-Sep-2014,0.50kwh 
9am ,29-Jan-2014,0.648 
12pm ,18-Jan-2014,1.068  
10pm ,19-Mar-2014,0.452kwh
2am ,22-Feb-2014,0.428kwh 
9pm ,24-Jun-2014,1.058kwh
10am ,04-Jan-2014,1.26
6pm ,11-Nov-2014,0.636kwh  
12pm ,17-Mar-2014,0.356kwh
2am ,22-Jul-2014,0.562  
4am , 5-Jun-2014,0.353  
9pm ,23-Sep-2014,0.336kwh  
12am , 8-Dec-2014,0.36kwh 
3am ,29-Nov-2014,0.116  
7am , 2-Dec-2014,1.089
4pm , 6-Aug-2014,0.451 
5pm ,23-Jun-2014,2.48 
5pm ,25-Aug-2014,1.732kwh
12pm ,24-Nov-2014,0.234 
10pm ,25-Oct-2014,0.269kwh  
7am , 3-Jun-2014,1.75kwh 
3pm ,10-Oct-2014,0.278kwh  
1am ,28-Nov-2014,0.102  
4am ,23-May-2014,0.184kwh
10am ,20-Nov-2014,0.146 
8pm ,22-Apr-2014,0.566  
7am ,19-Apr-2014,0.295kwh 
7pm ,24-Dec-2014,1.782 
2am ,31-Jan-2014,0.396kwh
3am ,08-Jul-2014,0.408 
2am ,23-Oct-2014,0.096 
2am ,21-Nov-2014,0.095kwh 
1am ,26-Dec-2014,0.24kwh
7pm ,14-Feb-2014,2.117kwh 
6pm ,05-Feb-2014,1.361   
6am ,14-Dec-2014,1.047 
3am ,15-Feb-2014,0.382kwh 
4am ,17-Jul-2014,0.384 
12am ,22-Nov-2014,0.425   
7pm , 1-Dec-2014,1.94
12pm , 4-Aug-2014,0.576  
8am ,30-Nov-2014,0.48
12pm ,20-Jun-2014,0.873kwh
4pm ,29-Jun-2014,1.507kwh 
11am ,09-Aug-2014,0.814 
2pm ,09-Dec-2014,0.418 
9am ,17-Apr-2014,0.085 
8am ,25-Jan-2014,3.016
11pm ,21-Aug-2014,0.642kwh
1pm ,20-Nov-2014,0.158kwh 
4am ,29-Sep-2014,0.14kwh 
3am , 9-Nov-2014,0.161   
2am , 6-Jun-2014,0.31kwh  
12pm ,16-Aug-2014,0.85kwh
10am ,27-May-2014,0.384 
11am ,24-Nov-2014,0.18  
11am ,27-Jul-2014,1.714 
12am , 1-May-2014,0.278   
6am ,6-Sep-2014,0.605   
1am ,21-Nov-2014,0.086
2am ,19-Feb-2014,0.245kwh
7am , 1-Oct-2014,0.524 
1am , 1-Feb-2014,0.432 
7pm ,15-Feb-2014,2.246 
7pm , 1-Jan-2014,4.248kwh 
9am , 3-Mar-2014,0.281kwh 
11am ,14-Dec-2014,0.70  
4am ,23-Sep-2014,0.158kwh  
11pm ,18-Nov-2014,0.252kwh 
6am ,26-Sep-2014,0.949 
9pm ,03-Mar-2014,0.475   
2pm ,28-Nov-2014,0.184kwh
2am , 4-Jan-2014,0.612
7pm ,5-Aug-2014,2.376 
2am , 1-Nov-2014,0.126  
5pm ,21-Sep-2014,0.561 
11am ,25-Jan-2014,1.428 
2pm ,15-Jun-2014,1.253kwh  
2pm ,17-Dec-2014,0.524  
12am ,12-Aug-2014,0.378kwh
5pm , 6-Jan-2014,3.12kwh  
8pm ,27-May-2014,1.178  
2pm ,28-Dec-2014,0.898kwh 
8pm ,20-Nov-2014,0.641 
11am ,11-Jan-2014,1.32kwh 
12pm ,24-Jun-2014,1.08  
10am ,20-Sep-2014,0.344kwh 
7pm ,14-Nov-2014,0.972   
6am ,26-Aug-2014,1.728  
5pm ,13-May-2014,0.988
6am ,28-Feb-2014,1.238   
12pm ,26-Dec-2014,0.506 
8am , 4-Jun-2014,0.806 
3am ,23-Aug-2014,0.306kwh  
12am ,14-Jan-2014,0.708kwh  
1am ,19-Aug-2014,0.192 
8am ,18-Jan-2014,2.782 
11pm ,08-Sep-2014,0.403 
7am ,11-May-2014,1.018kwh
3pm , 3-May-2014,0.749kwh  
8am ,22-Jan-2014,0.824kwh 
5am , 3-May-2014,0.209kwh
3pm ,19-Dec-2014,0.458kwh  
8pm , 7-Nov-2014,0.641kwh
6am ,18-Feb-2014,1.526
9pm , 6-Feb-2014,0.842   
4pm ,13-Nov-2014,0.212kwh 
5pm ,26-Nov-2014,0.486   
4pm ,22-Oct-2014,0.202kwh  
5am ,11-Jan-2014,0.702kwh 
6pm ,12-May-2014,1.243kwh 
10pm ,20-May-2014,0.468 
5pm , 1-May-2014,1.196 
2am ,20-Feb-2014,0.288kwh
1pm ,20-Sep-2014,0.361   
4am ,21-Dec-2014,0.337  
7am ,25-Feb-2014,1.145 
6pm ,01-Dec-2014,1.417 
12am ,12-Jan-2014,1.456
10am ,13-Dec-2014,0.70  
4pm ,29-Dec-2014,0.502
8pm ,13-May-2014,1.203 
7pm ,24-Jul-2014,4.536   
11am ,24-Jun-2014,0.801kwh 
3pm ,11-Sep-2014,0.232kwh
10am , 4-Sep-2014,0.232kwh  
1am ,29-Mar-2014,0.286 
6pm ,12-Oct-2014,0.864 
11pm ,12-Jun-2014,0.837 
10pm , 1-Jan-2014,1.20
1pm ,24-Jan-2014,0.92 
2pm ,12-Sep-2014,0.244kwh 
2pm ,8-Oct-2014,0.192kwh 
6am ,15-Jan-2014,2.256
7am ,28-Apr-2014,0.313
9am ,10-Aug-2014,1.177 
4pm ,13-Aug-2014,0.542  
7pm ,12-Feb-2014,1.793   
7pm ,25-Feb-2014,1.966kwh  
7am ,30-Jan-2014,1.476kwh
5pm ,13-Dec-2014,0.931 
3am , 4-Oct-2014,0.205   
6am , 4-Jul-2014,2.333kwh
7am ,20-Oct-2014,0.475kwh
3pm ,25-Nov-2014,0.193
12pm ,15-Nov-2014,0.319 
3pm ,30-Oct-2014,0.214  
12pm ,09-Nov-2014,0.259  
8am ,26-Jan-2014,3.068 
8pm ,16-Dec-2014,1.954   
7pm ,3-Dec-2014,1.861 
8pm ,25-Aug-2014,1.728  
3am ,22-Apr-2014,0.059kwh 
4pm ,12-Nov-2014,0.212  
7pm , 9-Apr-2014,0.47  
4am ,17-Apr-2014,0.055 
2am ,04-Jul-2014,0.475kwh
4am ,21-May-2014,0.147kwh 
12am ,31-Jul-2014,0.648  
7pm , 2-Jun-2014,3.564kwh 
7pm , 8-May-2014,1.368 
12am ,17-Nov-2014,0.12kwh  
5pm ,28-Nov-2014,0.661kwh  
9pm ,23-Jul-2014,1.267   
5am ,21-Nov-2014,0.505kwh  
10pm ,30-Aug-2014,0.566kwh 
2pm ,17-Jan-2014,0.76 
1am ,28-Jun-2014,0.551   
2am ,16-Jul-2014,0.442kwh  
2pm , 8-Sep-2014,0.235 
3am ,11-Jul-2014,0.533  
12pm ,19-Jul-2014,1.426  
10pm , 5-Jun-2014,1.008
5am ,10-Mar-2014,0.73  
1am ,11-Apr-2014,0.058  
7pm ,27-Feb-2014,2.29
5pm ,02-Aug-2014,1.199 
8pm ,08-Apr-2014,0.422 
9pm ,31-Mar-2014,0.542
12pm ,12-Jun-2014,0.738kwh
7am ,25-Mar-2014,0.85kwh 
12pm ,20-May-2014,0.32  
1am ,17-Feb-2014,0.206kwh 
7am ,13-Aug-2014,0.994   
12am ,20-Jan-2014,0.546kwh
6am , 5-Dec-2014,1.135kwh  
12am , 3-May-2014,0.608kwh 
6pm ,19-May-2014,1.075   
8am ,12-Oct-2014,0.757  
12am ,15-Feb-2014,1.085 
3am ,05-Aug-2014,0.197kwh 
9pm , 1-Feb-2014,0.557   
3am ,23-Jan-2014,0.372kwh 
7am ,16-Mar-2014,1.133kwh 
9pm ,05-Feb-2014,0.778
8am ,24-Jan-2014,0.688 
6pm ,24-Jul-2014,2.856
7pm ,20-Aug-2014,1.901 
9am ,08-Aug-2014,0.428 
11am ,25-Jul-2014,1.356kwh
12pm ,30-Nov-2014,0.316
10am , 2-Feb-2014,0.684 
5pm ,14-Jan-2014,2.938 
1pm ,15-Dec-2014,0.51  
8am ,26-Jul-2014,2.933   
11pm , 5-Apr-2014,0.309  
11pm ,23-Aug-2014,1.128   
2pm ,25-Jul-2014,1.152   
2pm ,13-Mar-2014,0.278kwh 
5pm ,26-Sep-2014,0.764kwh  
2am ,13-Dec-2014,0.36kwh
4am ,29-Jun-2014,0.432
3pm ,23-Apr-2014,0.11  
3am ,22-Aug-2014,0.218  
6am ,28-Mar-2014,1.018   
2am ,25-Dec-2014,0.191 
8am ,31-Mar-2014,0.352  
1pm ,10-Nov-2014,0.18  
11pm ,12-Mar-2014,0.36  
2am ,26-Aug-2014,0.281 
3am ,19-Aug-2014,0.271kwh
11pm ,06-Nov-2014,0.198kwh 
9am ,25-Dec-2014,0.333
12pm ,15-Jan-2014,0.83  
4am ,12-Sep-2014,0.112kwh 
7pm ,20-Jul-2014,5.054 
12am ,16-Mar-2014,0.621kwh
3am ,20-Apr-2014,0.072kwh
3pm ,09-Sep-2014,0.274   
3am ,10-May-2014,0.192kwh
11am , 5-Feb-2014,0.492 
12am ,10-Oct-2014,0.184kwh  
11am ,22-Mar-2014,0.485kwh
6am ,25-Apr-2014,0.392 
9pm ,28-Sep-2014,0.437  
6am ,20-Oct-2014,0.727 
12pm , 9-Feb-2014,0.619   
5pm ,10-Mar-2014,0.988
6pm ,29-Dec-2014,1.278   
6am ,25-Oct-2014,0.422kwh
10pm ,18-Mar-2014,0.396
12am ,23-Jan-2014,0.72  
5pm ,11-Nov-2014,0.679kwh  
3pm ,22-Apr-2014,0.136
8am ,20-Feb-2014,0.408 
9am ,14-Nov-2014,0.123 
12am ,11-Apr-2014,0.103kwh 
10am ,26-Sep-2014,0.283kwh  
3am ,23-Sep-2014,0.157 
5pm ,31-Jul-2014,2.777kwh  
3am ,22-Jan-2014,0.332kwh 
8pm ,05-Mar-2014,1.024kwh 
6am ,03-Feb-2014,1.555 
12am , 4-Oct-2014,0.456  
6am ,17-Jul-2014,3.283  
6pm , 5-Sep-2014,0.931
1am ,30-May-2014,0.174  
6pm ,22-Aug-2014,1.848  
12am ,10-Dec-2014,0.284  
12am ,13-Jun-2014,0.475 
6am ,12-Mar-2014,0.912 
7am ,25-Sep-2014,0.611kwh 
7am ,20-Sep-2014,0.706  
10am , 5-May-2014,0.326   
8pm , 7-Jan-2014,3.424kwh  
8pm , 5-Feb-2014,2.17
4am ,21-Jun-2014,0.599kwh  
3am ,14-Jan-2014,0.368kwh
4pm ,5-Apr-2014,0.246kwh
10am ,22-Mar-2014,0.451kwh  
9am ,23-Feb-2014,1.058  
7pm ,9-Sep-2014,1.512kwh 
11am ,21-Sep-2014,0.428kwh 
5am , 9-Jul-2014,2.244 
11am ,14-Aug-2014,0.564kwh  
9am ,13-Jun-2014,0.594kwh 
7am ,30-Oct-2014,0.562kwh
9pm , 4-Jul-2014,1.104   
2pm , 9-Aug-2014,0.806kwh 
8pm ,13-Dec-2014,2.099   
4am ,26-Sep-2014,0.153
4am ,10-Mar-2014,0.147   
9am ,25-Jun-2014,0.599kwh
9pm ,10-Aug-2014,0.85 
8am , 9-Jan-2014,0.952  
9pm ,24-Dec-2014,0.673   
8pm ,28-Feb-2014,1.613   
2pm ,19-Dec-2014,0.493kwh
6am ,13-Aug-2014,1.339 
5am ,16-Jul-2014,2.244  
3am , 9-Oct-2014,0.114  
10pm ,06-May-2014,0.408kwh  
1am ,11-Nov-2014,0.073  
5am , 2-Sep-2014,0.732  
1am ,22-Jul-2014,0.427kwh 
6pm ,10-Jun-2014,2.394   
3pm ,21-Oct-2014,0.223  
7pm ,10-Jan-2014,3.60  
1pm , 9-Jun-2014,0.821  
9pm ,16-May-2014,0.317kwh
2pm ,28-Sep-2014,0.476 
6am ,08-Oct-2014,0.655kwh
6pm , 1-Aug-2014,1.848
1am ,14-Feb-2014,0.281  
7am ,01-Dec-2014,0.97kwh
7am ,13-Apr-2014,0.31  
6pm ,13-Jun-2014,2.268 
9pm ,3-Oct-2014,0.233  
6pm ,11-Dec-2014,1.309 
3pm , 9-Dec-2014,0.431  
6pm ,29-Oct-2014,0.958 
7pm ,17-Aug-2014,1.901  
9pm ,30-Jun-2014,1.004  
